ID,name,nationality,art_movement,birth_date,death_date,age,century,zodiac,birth_country,birth_city,birth_continent,death_country,death_city,field,genre,marriage,art_institution,teaching,awards
633,Marcel Broodthaers,Belgian,Institutional Critique||Surrealism,1924/1/28,1976/1/28,52,20th,Aquarius,Belgium,Brussels,Europe,Belgium,,Film||Literature||Others,Abstract||Avant Garde Experimental,,,0,0
634,Nicolas de Sta?l,French,Abstraction,1914/1/5,1955/3/16,41,20th,,Russia,Saint Petersburg,Europe,France,Paris,Collage||Illustration||Painting||Textile Art,Abstract||Landscape,Married,Brussels Acad茅mie Royale des Beaux-Arts,0,0
635,Sigmar Polke,German,Capitalist realism,1941/2/13,2010/6/10,69,20th-21st,Aquarius,Germany,Oels,Europe,Germany,Cologne,Film||Painting||Performance||Photography,Abstract,,Kunstakademie Dusseldorf,1,0
636,Rodrigo Franz?o,Brazilian,Constructivist art||Geometric abstraction,1982/4/27,,,,Taurus,Brazil,San Paulo,South America,,,MixedMedia||Textile Art,Abstract,,University of Sao Marcos,1,0
637,Mary Joan Jay DeFeo,,Abstract Expressionism,1929/3/31,1989/11/11,60,20th,Aries,United States,Hanover,North America,,,Visual,,,"University of California, Berkeley",0,0
638,Lalla A. Essaydi,Moroccan,Contemporary Art,1905/5/9,Living,,,,Morocco,Marrakesh,Africa,United States,New York,Painting||Photography,,Divorced,Tufts University,0,0
639,Varnette Patricia Honeywood,American,,1950/12/27,2010/9/12,59,20th-21st,,United States,Los Angeles,North America,United States,Los Angeles,Literature||Painting||Professional,Portrait,,Spelman College,0,0
640,Sōen Nakagawa,Japanese,,1907/3/19,1984/3/11,76,20th,Pisces,China,Keelung,Asia,Japan,Tokyo,Literature||Spiritual,Literature,Unmarried,Tokyo Imperial University,0,0
641,Allan D'Arcangelo,American,Hard-Edge painting||Minimalism||Pop Art||Precisionism||Surrealism,1930/6/16,1998/12/17,68,20th,Gemini,United States,Buffalo,North America,United States,New York City,Painting||Printmaking,Cultural and Regional Themes||Other,,University of Buffalo,0,0
642,Will Barnet,American,Abstract Expressionism||Modernism||Representational Minimalism||Social Realism,1911/5/25,2012/11/13,101,20th-21st,Gemini,United States,Beverly,North America,United States,New York City,Drawing||Painting||Printmaking,Abstract||Figurative||Portrait,Remarried,Art Students League,1,0
643,Lothar Baumgarten,German,Conceptual,1905/4/27,,,,Taurus,Germany,Rheinsberg,Europe,,,Film||Installation,,,Staatlichen Akademie fur bildende Kunste Karlsruhe||Kunstakademie D眉sseldorf,0,0
644,Jürgen Partenheimer,German,Metaphysical Realism||Post-Minimalism,1947/5/14,,,,Taurus,Germany,Munich,Europe,,,Drawing||Painting||Sculpture,Abstract,,Ludwig Maximilian University of Munich||University of Arizona||University of California at Davis,0,4
645,Willem van Genk,Dutch,Outsider Art,1927/4/2,2005/5/2,78,20th-21st,Aries,Netherlands,Voorburg,Europe,Netherlands,The Hague,Graphic Design||Painting,Abstract||Landscape,,,0,0
646,"George Clair Tooker, Jr.",American,Magic realism||Photorealism||Social realism||Surrealism,1920/8/5,2011/3/5,90,20th-21st,Leo,United States,Brooklyn,North America,United States,New York,Painting,Figurative,,National Academy of Design||American Academy of Arts and Letters,0,1
647,Takao Iijima,Japanese,Fluxus,1931/5/19,,,,Taurus,Japan,,Asia,,,Painting||Performance,Abstract,,Fluxus,0,0
648,Wolfgang Robert Paalen,German||Austrian||Mexican,Surrealism,1905/7/22,1959/9/24,54,20th,Cancer,Austria,Vienna,Europe,Mexico,Taxco,Painting||Sculpture||Theory,,,Surrealist movement,0,0
649,Josephine Gail Baer,American,Minimalism,1929/8/7,,,,Leo,United States,,North America,,,Painting,,Separated,Minimalist movement,0,0
650,JonOne,French||American,Graffiti,1905/5/16,,,,Taurus,United States,New York,North America,,,Conceptual||Painting,,Divorced,,0,0
651,Paul Cézanne,French,Post-Impressionism,1839/1/19,1906/10/22,67,19th-20th,,France,Aix-en-Provence,Europe,France,Aix-en-Provence,Painting,,,,0,0
652,Agnes Lawrence Pelton,American||German,Modernism,1905/2/23,1905/5/14,0,20th,Pisces,Germany,Stuttgart,Europe,United States,Cathedral City,Drawing||Painting,Abstract||Landscape||Portrait||Still Life,,Pratt College,0,0
653,George Dawe,British,,1781/2/6,1829/10/15,48,,Aquarius,United Kingdom,London,Europe,United Kingdom,,Painting,Portrait,,Royal Academy of Arts,0,0
654,Ramon Casas i Carbó,Spanish||Catalan,Modernisme,1866/1/4,1932/2/29,66,19th-20th,,Spain,Barcelona,Europe,Spain,,Graphic Design||Painting,Narrative||Portrait,,Carolus Duran Academy||Gervex Academy,0,0
655,Valentine Hugo,French,Surrealism,1905/3/1,1905/5/21,0,20th,Pisces,France,Boulogne-sur-Mer,Europe,France,Paris,Literature||Painting,Portrait,Widowed,Ecole des Beaux-Arts,0,0
656,Thomas Girtin,British,Romanticism,1775/2/18,1802/11/9,27,,Aquarius,United Kingdom,London,Europe,United Kingdom,,Painting||Printmaking,Environmental||Landscape,Married,,0,0
657,William James Glackens,American,Ashcan school||Realism,1870/3/13,1938/5/22,68,19th-20th,Pisces,United States,Philadelphia,North America,United States,Westport,Illustration||Painting,Narrative,,Pennsylvania Academy of the Fine Arts||Art Students League of New York,0,0
658,Hishida Shunsō,Japanese,Nihonga,1874/12/21,1911/9/16,36,19th-20th,Sagittarius,Japan,Iida,Asia,Japan,Tokyo,Painting,Animal||Cultural and Regional Themes,,Tokyo Academy of Fine Arts,1,0
659,Thomas Stuart Smith,Scottish||British,,1904/12/19,1869/12/31,-35,20th,Sagittarius,United Kingdom,Stirling,Europe,France,Avignon,Painting,Portrait,,,1,0
660,Helen Beatrix Potter,British,,1866/7/28,1943/12/22,77,19th-20th,Leo,United Kingdom,,Europe,United Kingdom,Near Sawrey,Illustration||Literature||Others||Science,Illustration,Married,,0,0
661,Rembrandt Peale,American,Neoclassicism,1778/2/20,1860/10/3,82,,Pisces,United States,Bucks,North America,United States,Philadelphia,Painting,Portrait,Married,,1,0
662,Ivan Grohar,Slovenian,Impressionism,1867/6/15,1911/4/19,43,19th-20th,Gemini,Slovenia,Upper Carniolan,Europe,Slovenia,Ljubljana,Music||Painting,Landscape||Portrait,,Anton Azbe's Art School,0,0
663,Victor Elpidiforovich Borisov-Musatov,Russian,Post-Impressionism||Symbolism,1870/4/14,1905/11/8,35,19th-20th,Aries,Russian Federation,Saratov,Europe,Russian Federation,Tarusa,Painting,Other||Pop Art,Married,"Moscow Academy of Painting, Sculpture and Architecture||Imperial Academy of Arts in St. Petersburg",0,0
664,Louis Comfort Tiffany,American,Aesthetic||Art Nouveau,1848/2/18,1933/1/17,84,19th-20th,Aquarius,United States,New York City,North America,United States,New York City,Decorative,,,"Pennsylvania Military Academy||Eagleswood Military Academy||National Institute of Design, New York City",0,0
665,Jean-édouard Vuillard,French,Nabis,1868/11/11,1940/6/21,71,19th-20th,Scorpio,France,Cuiseaux,Europe,France,La Baule,Painting||Printmaking,Architecture||Environmental||Nature and Botanical,,Academie des Beaux-Arts||Academie Julian||Ecole des Beaux-Arts,0,0
666,Mstislav Valerianovich Dobuzhinsky,Russian||Lithuanian,Expressionism||Jugendstil||Mir Iskusstva,1875/8/14,1957/10/20,82,19th-20th,Leo,Russian Federation,Novgorod,Europe,United States,New York City,Illustration||Painting||Performance,Landscape,,"Zvantseva School of Drawing and Painting, St. Petersburg, Russia||Vitebsk Art School, Vitebsk, Belarus",1,0
667,David Garshen Bomberg,British,Cubism||Expressionism||Futurism,1890/12/5,1957/8/19,66,19th-20th,Sagittarius,United Kingdom,Birmingham,Europe,United Kingdom,London,Painting,Landscape||Portrait,,Slade School of Art,1,0
668,Samuel Finley Breese Morse,American,,1791/4/27,1872/4/2,80,,Taurus,United States,Boston,North America,United States,New York City,Painting,Portrait,,"Phillips College in Andover, Massachusetts||National Academy Museum and School (National Academy of Design), New York City, NY, US||Yale College",0,0
669,Silvestro Lega,Italian,Macchiaioli||Realism,1826/12/8,1895/9/21,68,19th,Sagittarius,Italy,Modigliana (FC),Europe,Italy,Florence,Painting,Landscape,,Academy of Fine Arts in Florence,0,1
670,"James Francis ""Frank"" Hurley",Australian,,1885/10/15,1962/1/16,76,19th-20th,Libra,Australia,,Oceania,Australia,,Photography,,Married,,0,0
671,Albert Marquet,French,Fauvism,1875/3/27,1947/6/14,72,19th-20th,Aries,France,Bordeaux,Europe,France,La Frette-sur-Seine,Painting,Landscape||Portrait,,Ecole des Arts Decoratifs,0,0
672,Niko Pirosmani,Georgian,Primitivism,1905/2/4,1918/5/5,13,20th,Aquarius,Georgia,Mirzaany,Asia,Georgia,Tbilisi,Painting,Animal||Landscape||Portrait,,,0,0
673,Constant Permeke,Flemish,Flemish Expressionism,1886/7/31,1952/1/4,65,19th-20th,Leo,Belgium,Antwerp,Europe,,,Painting||Sculpture,,Widowed,the Bruges Academy||the Academy in Ghent,0,0
674,Giuseppe Pellizza da Volpedo,Italian,Divisionism,1868/7/28,1907/6/14,38,19th-20th,Leo,Italy,Volpedo,Europe,Italy,Volpedo,Painting,Other,Married,the Accademia di San Luca||the life drawing school of the French Academy||Brera Academy||the technical school of Castelnuovo Scrivia||Accademia di Belle Arti||the Accademia Carrara||the Accademia Ligustica di Belle Arti,0,0
675,Nandalal Bose,Indian,Contextual Modernism,1882/12/3,1966/4/16,83,19th-20th,Sagittarius,India,Bihar,Asia,India,Kolkata,Painting,Environmental||Mythological||Narrative||Political,,Calcutta's School of Art,1,0
676,Henryk Berlewi,French||Polish||Jewish,Constructivism,1894/10/20,1967/8/2,72,19th-20th,Libra,Poland,Warsaw,Europe,France,Paris,Graphic Design||Painting,Abstract||Portrait,,the school of design,0,0
677,Paul Delaroche,French,Academicism||Neoclassicism||Romanticism,1797/7/17,1856/11/4,59,,Cancer,France,Paris,Europe,France,Paris,Painting,History||Religious,,,1,0
678,Alice Boughton,American,Photo-Secession,1866/5/14,1943/6/21,77,19th-20th,Taurus,United States,New York City,North America,United States,,Photography,Landscape||Nude||Portrait,,the Pratt School of Art and Design,0,1
679,Katsushika Hokusai,Japanese,Ukiyo-e,1760/10/31,1849/5/10,88,,Scorpio,Japan,Tokyo,Asia,Japan,Tokyo,Painting||Printmaking,,Widowed,,0,0
680,Odilon Redon,French,Symbolism,1840/4/20,1916/7/6,76,19th-20th,Taurus,France,Bordeaux,Europe,France,Paris,Drawing||Painting||Printmaking,,Married,,0,0
681,Maurice Utrillo,French,,1883/12/26,1955/11/5,71,19th-20th,,France,Paris,Europe,France,Paris,Painting,Landscape,Married,Self-taught,0,1
682,André Derain,French,Cubism||Fauvism,1880/6/10,1854/9/8,-26,19th,Gemini,France,Chatou,Europe,France,Garches,Painting||Sculpture,,,Academie Julian,0,0
683,Kay Rasmus Nielsen,Danish,,1886/3/12,1957/6/21,71,19th-20th,Pisces,Denmark,Copenhagen,Europe,United States,Los Angeles,Illustration,Fantasy||Illustration,,Academie Julian||Academie Colarossi,0,0
684,John Frederick Lewis,British,Orientalism,1804/7/14,1876/8/15,72,19th,Cancer,United Kingdom,London,Europe,,,Painting||Printmaking,Cultural and Regional Themes||Genre,,,0,0
685,Franz Stuck,German,Symbolism,1863/2/24,1928/8/30,65,19th-20th,Pisces,Germany,Tettenweis,Europe,Germany,Munich,Architecture||Painting||Printmaking||Sculpture,Mythological,Married,Munich Academy,1,3
686,Henryk Hektor Siemiradzki,Polish,Academic art,1843/11/15,1902/8/23,58,19th-20th,Scorpio,Ukraine,Pechenegi,Europe,Strza?kiow,Poland,Painting,History||Landscape||Portrait,,Kharkiv Gymnasium||the Imperial Academy of Arts,0,4
687,John William Waterhouse,British,Pre-Raphaelite Brotherhood,1849/4/6,1917/2/10,67,19th-20th,Aries,Italy,Rome,Europe,United Kingdom,London,Painting,,Married,the Royal Academy of Arts,1,0
688,Jean Fautrier,French,Tachisme,1898/5/16,1964/7/21,66,19th-20th,Taurus,France,Paris,Europe,France,Chatenay-Malabry,Illustration||Painting||Printmaking||Sculpture,Abstract||Landscape||Nude||Still Life,,"the Royal Academy of Arts||the Slade School,",0,2
689,Charles Willson Peale,American,,1741/4/15,1827/2/22,85,,Aries,United States,Chester,North America,United States,Philadelphia,Others||Painting,Portrait,Married,,0,0
690,Adolf Hirémy-Hirschl,Hungarian,,1860/1/31,1905/4/16,45,19th-20th,Aquarius,Hungary,Temesvar,Europe,Italy,Roma,Painting,History||Mythological,,"Akademie der Bildenden Kunste Wien, Vienna, Austria",0,4
691,István Farkas,Hungarian,Ecole de Paris,1887/10/20,1944/7/1,156,19th,Libra,Hungary,Budapest,Europe,Poland,Auschwitz,Painting||Social,,Married,,0,0
692,William Collins,British,,1788/9/8,1847/2/17,58,,Virgo,United States,Croydon,Europe,United Kingdom,London,Painting,Genre||Landscape,Married,the Royal Academy,0,1
693,William Hart,American,Hudson River School,1823/3/31,1894/6/17,71,19th,Aries,United Kingdom,Kilmarnock,Europe,United States,Mount Vernon,Painting,Animal||Landscape,,,0,0
694,émilie Charmy,French,Fauvism||Impressionism||Post-Impressionism||School of Paris,1878/4/2,1974/6/7,96,19th-20th,Aries,France,Saint-Etienne,Europe,France,,Painting,Figurative||Landscape||Portrait||Still Life,,,1,1
695,Roberto Montenegro Nervo,Mexican,Mexican muralism,1885/2/19,1968/10/13,83,19th-20th,Pisces,Mexico,Guadalajara,North America,Mexico,Mexico City,Illustration||Others||Painting||Social,Portrait,,"Academia de San Carlos, Mexico City, Mexico",0,0
696,Rosa Bonheur,French,Realism,1822/3/16,1899/5/25,77,19th,Pisces,France,Bordeaux,Europe,France,Thomery (By),Painting||Sculpture,Animal,,,0,0
697,Richard Gerstl,Austrian,Expressionism,1883/9/14,1908/11/4,25,19th-20th,Virgo,Austria,Vienna,Oceania,Austria,Vienna,Drawing||Painting,Portrait,Unmarried,the Academy of Fine Arts Vienna,0,0
698,Edward Alexander Wadsworth,British,Vorticism,1889/10/29,1949/6/21,59,19th-20th,Scorpio,United Kingdom,London,Europe,,,Painting||Printmaking,Abstract||Landscape||Portrait||Still Life,,"the Knirr School||the Slade School of Art, London||Bradford School of Art",0,1
699,David Cox,British,Birmingham School||Impressionism,1783/4/29,1859/6/7,76,,Taurus,United Kingdom,Birmingham,Europe,United Kingdom,Birmingham,Painting,Landscape,Married,the academy of Joseph Barber,1,0
700,Utagawa Kuniyoshi,Japanese,Ukiyo-e,1798/1/1,1861/4/14,63,,,Japan,Edo (now Tokyo),Asia,Japan,Edo (now Tokyo),Others||Painting,Landscape||Mythological||Portrait,,the Utagawa school||Toyokuni's studio,0,0
701,Thomas Hill,American,Hudson River School,1829/9/11,1908/6/30,78,19th-20th,Virgo,United Kingdom,Birmingham,Europe,United States,Raymond,Painting,Landscape,Divorced,the Pennsylvania Academy of the Fine Arts (PAFA),0,0
702,John Gibson,British,Neoclassical,1790/6/19,1866/1/27,75,,Gemini,United Kingdom,Conwy,Europe,Italy,Rome,Sculpture,Portrait||Sculpture,,the Royal Academy,0,0
703,Sir Stanley Spencer,British,Post-Impressionism,1891/6/30,1959/12/14,68,19th-20th,Cancer,United Kingdom,Cookham,Europe,,,Painting,Landscape||Religious,,"the Slade School of Art||UCL Slade School of Fine Art (University College London), London, UK",0,0
704,Nicolae Vermont,Jewish||Romanian,Post-Impressionism||Realism,1866/10/10,1932/6/14,65,19th-20th,Libra,Romania,Bacau,Europe,Romania,,Graphic Design||Others||Painting,Other,,the Academy of Fine Arts in Bucharest (graduated 1886)||the Munich Akademie der Bildenden Künste (1893),0,0
705,Pavel Andreyevich Fedotov,Russian,,1815/6/22,1852/11/14,37,19th,Cancer,Russian Federation,Moscow,Europe,Russian Federation,Saint Petersburg,Painting,Narrative||Portrait,Unmarried,the Academy of Fine Arts,0,0
706,Newell Convers Wyeth,American,,1882/10/22,1945/10/19,62,19th-20th,Libra,United States,Needham,North America,United States,Chadds Ford,Illustration||Painting,Other,,Mechanics Arts School||Massachusetts Normal Art School||Massachusetts College of Art and Design,0,0
707,Richard Caton Woodville,American,Düsseldorf school of painting,1825/4/30,1855/8/13,30,19th,Taurus,United States,Baltimore,Europe,United Kingdom,London,Painting,Architecture,Remarried,"Kunstakademie Dusseldorf, Dusseldorf, Germany||the National Academy of Design in New York",0,0
708,Tomioka Tessai,Japanese,Bunjinga||Nihonga,1837/1/27,1924/12/31,87,19th-20th,Aquarius,Japan,Kyoto,Asia,,,Calligraphy||Painting,History||Landscape||Literature,Married,,1,0
709,Lilla Cabot Perry,American,German Social Realism||Impressionism||Realism||Symbolism,1848/1/13,1933/2/28,85,19th-20th,,United States,Boston,North America,United States,Hancock,Painting,Landscape||Portrait,Married,,0,0
710,Florine Stettheimer,American,,1871/8/29,1944/5/11,72,19th-20th,Virgo,United States,New York,North America,,,Graphic Design||Literature||Painting,,,Art Students League of New York,0,0
711,Vadym Meller,Ukrainian,Constructivism||Cubism||Expressionism,1884/4/15,1962/5/4,78,19th-20th,Aries,Russian Federation,Saint Petersburg,Europe,Ukraine,Kyiv,Architecture||Graphic Design||Illustration||Painting,Illustration,Married,"private school of Franz Roubaud||private art school of drawing and painting of Heinrich Knirr in Munich, Germany||Akademie der Bildenden Kunste Munchen (Munich Academy), Munich, Germany",1,1
712,Louise Abbéma,French,Impressionism,1853/10/30,1927/7/10,73,19th-20th,Scorpio,France,Etampes,Europe,France,Paris,Graphic Design||Literature||Painting||Printmaking||Sculpture,Nature and Botanical||Portrait,,,0,4
713,George Benjamin Luks,American,Ashcan School,1867/8/13,1933/10/29,66,19th-20th,Leo,United States,Williamsport,North America,United States,New York,Graphic Design||Illustration||Painting,Genre,,Pennsylvania Academy of the Fine Arts||Düsseldorf School of Art,0,0
714,Lotz Károly Antal Pál,German||Hungarian,Romanticism,1833/12/16,1904/10/13,70,19th-20th,Sagittarius,Germany,Bad Homburg,Europe,Hungary,Budapest,Painting,Architecture||Nude||Other||Portrait,Married,academy of the Venetian master Jakab Marastoni,1,0
715,"Thomas William ""Tom"" Roberts",Australian,Australian Impressionism||Heidelberg School,1856/3/9,1931/9/14,75,19th-20th,Pisces,United Kingdom,Dorchester,Europe,Australia,Kallista,Others||Painting,Landscape||Narrative||Portrait,Remarried,"England Royal Academy Schools||National Gallery of Victoria Art School, Melbourne, Victoria, Australia",0,0
716,Walter Crane,British,Arts and Crafts,1845/8/15,1915/5/14,69,19th-20th,Leo,United Kingdom,Liverpool,Europe,United Kingdom,Horsham,Ceramics||Decorative||Illustration||Painting,Illustration,,,0,0
